PMID,Article Title,Year,Month,Day,Chemical List,keywords,,,,
23662191,Metabolism and bioenergetics in the right ventricle and pulmonary vasculature in pulmonary hypertension.,2013,5,11,[],"['aerobic glycolysis', 'fatty acid oxidation', 'pyruvate dehydrogenase kinase', 'right ventricular ischemia', 'the Randle cycle']",,,,
23651811,Botulinum toxin A and B raise blood flow and increase survival of critically ischemic skin flaps.,2014,2,5,"['rimabotulinumtoxinB', 'Nitric Oxide Synthase Type III', 'Botulinum Toxins', 'Botulinum Toxins, Type A', 'rhoA GTP-Binding Protein']","['Botox', 'Endothelium', 'Microcirculation', 'Microhemodynamics', 'Preconditioning', 'Rho kinase', 'Smooth muscle cells', 'Vasodilation', 'eNOS']",,,,
23640882,Protein tyrosine phosphatase 1B regulates pyruvate kinase M2 tyrosine phosphorylation.,2013,8,22,"['Phosphotyrosine', 'Pyruvate Kinase', 'PTPN1 protein, human', 'Protein Tyrosine Phosphatase, Non-Receptor Type 1']","['Adipocyte', 'Diabetes', 'Metabolism', 'Pyruvate Kinase', 'Signal Transduction', 'Tyrosine Protein Phosphatase (Tyrosine Phosphatase)']",,,,
23640464,Resistance to hypoxia-induced necroptosis is conferred by glycolytic pyruvate scavenging of mitochondrial superoxide in colorectal cancer cells.,2013,10,24,"['AGFG1 protein, human', 'Glucose Transporter Type 1', 'Glucose Transporter Type 4', 'Hypoxia-Inducible Factor 1, alpha Subunit', 'Imidazoles', 'Indoles', 'Nuclear Pore Complex Proteins', 'Pyruvates', 'RNA, Small Interfering', 'RNA-Binding Proteins', 'necrostatin-1', 'Superoxides', 'RIPK3 protein, human', 'Receptor-Interacting Protein Serine-Threonine Kinases', 'Glucose']",[],,,,
23628855,iTRAQ protein profile analysis of Citrus sinensis roots in response to long-term boron-deficiency.,2014,7,16,"['Plant Proteins', 'Boron']","['6-phosphogluconate dehydrogenase', '6PGDH', 'ABI3', 'ABI3-interacting protein 3', 'ACO', 'AIP3', 'ALDH', 'APX', 'B', 'BTF3', 'Boron-deficiency', 'CBS', 'CS', 'Citrus sinensis', 'DHN', 'G6PDH', 'GPx', 'GR', 'GRF', 'GS', 'K-homology', 'KH', 'LEA', 'MBF1', 'MDAR', 'MSR', 'NAC', 'NIP', 'PDI', 'PIP', 'PK', 'PM', 'POD', 'PPR', 'PR', 'Proteomics', 'ROS', 'Respiration', 'Root', 'S-formylglutathione hydrolase', 'SBP2', 'SFGH', 'SIP', 'SOD', 'TF', 'TIP', 'TPR', 'TRX', 'UDP-glucose pyrophosphorylase', 'UGPase', 'VDAC', 'abscisic acid insensitive 3', 'aconitase', 'aldehyde dehydrogenase', 'ascorbate peroxidase', 'basic transcription Factor 3', 'boron', 'citrate synthase', 'cystathionine-\xce\xb2-synthase', 'dehydrin', 'general regulatory factor', 'glucose-6-phosphate dehydrogenase', 'glutamine synthetase', 'glutathione peroxidase', 'glutathione reductase', 'iTRAQ', 'late embryogenesis abundant', 'methionine sulfoxide reductase', 'monodehydroascorbate reductase', 'multiprotein bridging factor 1', 'nascent polypeptide-associated complex', 'nodulin 26-like intrinsic protein', 'pathogen-related', 'pentatricopeptide repeat', 'peroxidase', 'plasma membrane', 'plasma membrane intrinsic protein', 'protein disulfide isomerase', 'pyruvate kinase', 'reactive oxygen species', 'selenium-binding protein 2', 'small basic intrinsic protein', 'superoxide dismutase', 'tetratricopeptide repeat', 'thioredoxin', 'tonoplast intrinsic protein', 'transcription factor', 'voltage-dependent anion channel']",,,,
23625849,Inactivation of the Pta-AckA pathway causes cell death in Staphylococcus aureus.,2013,8,21,"['Bacterial Proteins', 'Phosphate Acetyltransferase']",[],,,,
23625175,The value of expression of M2-PK and VEGF in patients with advanced gastric cancer.,2014,7,16,"['Antimetabolites, Antineoplastic', 'Vascular Endothelial Growth Factor A', 'Pyruvate Kinase', 'Fluorouracil']",[],,,,
23622982,"Discovery of 2-((1H-benzo[d]imidazol-1-yl)methyl)-4H-pyrido[1,2-a]pyrimidin-4-ones as novel PKM2 activators.",2013,12,16,"['Benzimidazoles', 'Carrier Proteins', 'Membrane Proteins', 'Pyrimidinones', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'benzimidazole']",[],,,,
23622366,Metabolic neuropathies and myopathies.,2014,3,29,[],[],,,,
23620342,Effects of β-alanine administration on selected parameters of oxidative stress and phosphoryltransfer network in cerebral cortex and cerebellum of rats.,2014,2,8,"['Fluoresceins', 'Sulfhydryl Compounds', 'Thiobarbituric Acid Reactive Substances', ""2',7'-dichlorodihydrofluorescein"", 'beta-Alanine', 'Catalase', 'Superoxide Dismutase', 'Phosphotransferases', 'Pyruvate Kinase', 'Creatine Kinase', 'Adenylate Kinase']",[],,,,
23619337,"1,25-dihydroxyvitamin D regulation of glucose metabolism in Harvey-ras transformed MCF10A human breast epithelial cells.",2014,1,9,"['Carbon Isotopes', 'Glyceric Acids', 'Vitamin D', '1,25-dihydroxyvitamin D', '3-phosphoglycerate', 'Glucose']","['1,25(OH)(2)D', '1,25-Dihydroxyvitamin D', '1,25-dihydroxyvitamin D', '3-(4,5-dimethylthiazolyl-2)-2,5-diphenyltetrazolium bromide', 'Breast cancer', 'Cancer prevention', 'Energy metabolism', 'GLUT1', 'Glucose', 'HK2', 'LDH', 'MS', 'MTT', 'NMR', 'PBS', 'PDH', 'PDK', 'PEP', 'PGK1', 'PK', 'TCA cycle', 'VDR', 'Vitamin D', 'glucose transporter 1', 'hexokinase 2', 'lactate dehydrogenase', 'mass spectrometry', 'nuclear magnetic resonance spectroscopy', 'phosphate buffered saline', 'phosphoenolpyruvate', 'phosphoglycerate kinase1', 'pyruvate dehydrogenase', 'pyruvate dehydrogenase kinase', 'pyruvate kinase', 'ras', 'tricarboxylic acid cycle', 'vitamin D receptor']",,,,
23616923,Moderate excess of pyruvate augments osteoclastogenesis.,2013,4,26,[],"['AMPK', 'ATP', 'Hyperglycemia', 'Osteoclastogenesis', 'Pyruvate']",,,,
23615669,[The cancer tumor: a metabolic parasite?].,2013,7,25,"['Amino Acids', 'Neoplasm Proteins', 'Citric Acid', 'NADP']","['biochemical pathways', 'cancer', 'energetic metabolism', 'glutaminolysis', 'glycolysis']",,,,
23608455,dMyc expression in the fat body affects DILP2 release and increases the expression of the fat desaturase Desat1 resulting in organismal growth.,2013,7,31,"['DNA-Binding Proteins', 'Drosophila Proteins', 'ILP2 protein, Drosophila', 'Insulin', 'RNA, Messenger', 'Transcription Factors', 'Triglycerides', 'diminutive protein, Drosophila', 'Trehalose', 'Fatty Acid Desaturases', 'desat1 protein, Drosophila', 'Glucose']",[],,,,
23604550,Functional differences between aggregated and dispersed insulin-producing cells.,2014,1,11,"['Insulin', 'Phosphatidylinositol 3-Kinases', 'Calcium']",[],,,,
23603037,Relative efficacies of insulin and poly (lactic-co-glycolic) acid encapsulated nano-insulin in modulating certain significant biomarkers in arsenic intoxicated L6 cells.,2013,12,29,"['Biomarkers', 'Insulin', 'Nanocapsules', 'polylactic acid-polyglycolic acid copolymer', 'Polyglycolic Acid', 'Lactic Acid', 'Glucose', 'Arsenic']",[],,,,
23602321,"Icotinib, a potent and specific EGFR tyrosine kinase inhibitor, inhibits growth of squamous cell carcinoma cell line A431 through negatively regulating AKT signaling.",2014,1,22,"['Antineoplastic Agents', 'Crown Ethers', 'Protein Kinase Inhibitors', 'Quinazolines', 'icotinib', 'Receptor, Epidermal Growth Factor', 'Protein-Serine-Threonine Kinases', 'Proto-Oncogene Proteins c-akt', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23601559,Serotonin inhibits apoptosis of pulmonary artery smooth muscle cell by pERK1/2 and PDK through 5-HT1B receptors and 5-HT transporters.,2014,6,25,"['HTR1B protein, human', 'Receptor, Serotonin, 5-HT1B', 'SLC6A4 protein, human', 'Serotonin 5-HT1 Receptor Agonists', 'Serotonin 5-HT1 Receptor Antagonists', 'Serotonin Plasma Membrane Transport Proteins', 'Serotonin', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'MAPK1 protein, human', 'Mitogen-Activated Protein Kinase 1', 'Mitogen-Activated Protein Kinase 3']","['Apoptosis', 'Pulmonary artery smooth muscle cell', 'Serotonin']",,,,
23597782,Enhanced glucose homeostasis in BHE/cdb rats with mutated ATP synthase.,2013,12,16,"['Insulin', 'Pyruvate Dehydrogenase Complex', 'Citrate (si)-Synthase', 'ATP Synthetase Complexes', 'Phosphoenolpyruvate Carboxykinase (ATP)', 'Glucose']",[],,,,
23597284,Restricted state selection in fluorescent protein Förster resonance energy transfer.,2013,12,16,"['Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23597197,Hydroxytyrosol promotes superoxide production and defects in autophagy leading to anti-proliferation and apoptosis on human prostate cancer cells.,2014,3,19,"['Antineoplastic Agents, Phytogenic', 'Antioxidants', 'Free Radical Scavengers', 'Olive Oil', 'Plant Oils', 'Protein Kinase Inhibitors', '3,4-dihydroxyphenylethanol', 'Superoxides', 'Phenylethyl Alcohol']",[],,,,
23596791,[Comparative proteomics analysis of the ileum of Pi-Yang deficiency model rats].,2014,4,11,['Proteome'],[],,,,
23583180,Weight loss after gastric bypass surgery in human obesity remodels promoter methylation.,2013,11,7,"['PPARGC1A protein, human', 'Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha', 'Transcription Factors', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23580570,Single copies of mutant KRAS and mutant PIK3CA cooperate in immortalized human epithelial cells to induce tumor formation.,2014,1,3,"['Biomarkers, Tumor', 'KRAS protein, human', 'Proto-Oncogene Proteins', 'Phosphatidylinositol 3-Kinases', 'Class I Phosphatidylinositol 3-Kinases', 'PIK3CA protein, human', 'Protein-Serine-Threonine Kinases', 'Ribosomal Protein S6 Kinases, 70-kDa', 'Ribosomal Protein S6 Kinases, 90-kDa', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Proto-Oncogene Proteins p21(ras)', 'ras Proteins']",[],,,,
23576436,Reciprocal regulation of protein kinase and pyruvate kinase activities of pyruvate kinase M2 by growth signals.,2013,8,7,"['Pyruvate Kinase', 'Protein-Tyrosine Kinases']","['Bioenergetics', 'Growth Factors', 'Protein Kinases', 'Pyruvate Kinase', 'STAT3']",,,,
23572517,Metabolite profiling to characterize disease-related bacteria: gluconate excretion by Pseudomonas aeruginosa mutants and clinical isolates from cystic fibrosis patients.,2013,8,6,"['Bacterial Proteins', 'Gluconates', 'gluconic acid']","['Functional Genomics', 'Gene Regulation', 'Metabolic Footprinting', 'Metabolism', 'Metabolomics', 'Pseudomonas aeruginosa']",,,,
23549479,Temporal system-level organization of the switch from glycolytic to gluconeogenic operation in yeast.,2013,9,14,"['Glyoxylates', 'Saccharomyces cerevisiae Proteins', 'NADP', 'Citrate (si)-Synthase', 'Malate Synthase', 'Phosphofructokinases', 'Pyruvate Kinase', 'Glucose', 'glyoxylic acid']",[],,,,
23548615,Menopause is associated with decreased whole body fat oxidation during exercise.,2013,7,28,[],"['biopsy', 'fat oxidation', 'menopause', 'skeletal muscle']",,,,
23543897,Metabolomic profiling of lung and prostate tumor tissues by capillary electrophoresis time-of-flight mass spectrometry.,2013,4,2,[],"['CE-MS', 'Lung cancer', 'Metabolomics', 'Phosphoproteomics', 'Prostate cancer', 'Tumor microenvironment']",,,,
23543426,Comparison of the therapeutic effectiveness of sustained low-efficiency dialysis (SLED) with continuous blood purification (CBP) in critically ill patients.,2014,7,16,"['Creatinine', 'Aspartate Aminotransferases', 'Alanine Transaminase', 'Creatine Kinase', 'Creatine Kinase, MB Form']",[],,,,
23541215,Synergistic effects of diosmetin with erythromycin against ABC transporter over-expressed methicillin-resistant Staphylococcus aureus (MRSA) RN4220/pUL5054 and inhibition of MRSA pyruvate kinase.,2013,12,16,"['ATP-Binding Cassette Transporters', 'Anti-Bacterial Agents', 'Flavonoids', 'Erythromycin', 'Diosmin', 'Adenosine Triphosphate', 'Pyruvate Kinase', 'diosmetin']",[],,,,
29095079,Protein Structure and Biology: Poster Abstracts.,2013,4,1,[],"['aggregation', 'anchorless PrPC', 'gycosaminoglycan', 'interactomics', 'neurodegeneration', 'prion', 'prion protein', 'proteomics', 'pyruvate kinase isozymes M1/M2']",,,,
23537700,Similar pyruvate kinase modifications in glioblastoma cells by 7β-hydroxycholesterol and glutamine withdrawal.,2013,9,21,"['Cyclin E', 'Hydroxycholesterols', 'Glutamine', 'Cyclin D1', 'cholest-5-en-3 beta,7 alpha-diol', 'Phosphoenolpyruvate', 'Pyruvate Kinase', 'AMP-Activated Protein Kinases']",[],,,,
23536519,"Resveratrol inhibits proliferation, angiogenesis and induces apoptosis in colon cancer cells: calorie restriction is the force to the cytotoxicity.",2014,5,28,"['Antineoplastic Agents', 'Leptin', 'MYC protein, human', 'Proto-Oncogene Proteins c-myc', 'Stilbenes', 'VEGFA protein, human', 'Vascular Endothelial Growth Factor A', 'L-Lactate Dehydrogenase', 'Citrate (si)-Synthase', 'Pyruvate Kinase', 'Glucose', 'resveratrol']","['Resveratrol', 'angiogenesis', 'apoptosis', 'calorie restriction', 'colorectal carcinoma']",,,,
23530218,M2 pyruvate kinase provides a mechanism for nutrient sensing and regulation of cell proliferation.,2013,7,16,"['Triiodothyronine', 'Phenylalanine', 'Pyruvate Kinase']",[],,,,
23530060,Farnesoid X receptor inhibits the transcriptional activity of carbohydrate response element binding protein in human hepatocytes.,2013,7,23,"['Basic Helix-Loop-Helix Leucine Zipper Transcription Factors', 'HNF4A protein, human', 'Hepatocyte Nuclear Factor 4', 'Histones', 'MLXIPL protein, human', 'NCOR2 protein, human', 'Nuclear Receptor Co-Repressor 2', 'Peptide Fragments', 'Receptors, Cytoplasmic and Nuclear', 'Sialoglycoproteins', 'bone sialoprotein (35-62), human', 'farnesoid X-activated receptor', 'p300-CBP Transcription Factors', 'Pyruvate Kinase', 'Glucose', 'Lysine']",[],,,,
23529241,[Characterization of glycolytic phenotype of SHG44 human glioma cells under hypoxic conditions and its association with cell proliferation and apoptosis].,2014,1,1,"['Carrier Proteins', 'HIF1A protein, human', 'Hypoxia-Inducible Factor 1, alpha Subunit', 'Membrane Proteins', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Adenosine Triphosphate', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23527552,Proteomic biomarkers of endometrial cancer risk in women with polycystic ovary syndrome: a systematic review and biomarker database integration.,2014,2,13,"['Biomarkers, Tumor', 'Proteome']",[],,,,
23520021,Are all regions of folded proteins that undergo ligand-dependent order-disorder transitions targets for allosteric peptide mimetics?,2016,4,23,"['Ligands', 'Peptides', 'Proteins']","['allosteric regulation', 'disordered regions', 'peptide mimetics', 'pyruvate kinase']",,,,
23517932,Concept for a rapid point-of-care calprotectin diagnostic test for diagnosis and disease activity monitoring in patients with inflammatory bowel disease: expert clinical opinion.,2014,4,5,"['Biomarkers', 'Leukocyte L1 Antigen Complex', 'S100 Proteins', 'S100A12 Protein', 'S100A12 protein, human', 'Pyruvate Kinase', 'Lactoferrin']","[""Crohn's disease"", 'Diagnostic tests', 'Inflammatory bowel disease', 'Irritable bowel syndrome', 'Ulcerative colitis']",,,,
23515579,"Metabolic signature genes associated with susceptibility to pyruvate kinase, muscle type 2 gene ablation in cancer cells.",2014,5,23,"['Carrier Proteins', 'Glucose Transporter Type 3', 'Membrane Proteins', 'SLC2A3 protein, human', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Lactic Acid']",[],,,,
23508580,Mass spectrometric analysis reveals O-methylation of pyruvate kinase from pancreatic cancer cells.,2013,10,18,"['Biomarkers, Tumor', 'Pyruvate Kinase']",[],,,,
23504177,Pyruvate restores β-adrenergic sensitivity of L-type Ca(2+) channels in failing rat heart: role of protein phosphatase.,2013,7,17,"['Adrenergic beta-Agonists', 'Calcium Channels, L-Type', 'Receptors, Adrenergic, beta', 'Thioredoxins', 'Pyruvic Acid', 'Cyclic AMP-Dependent Protein Kinases', 'Phosphoprotein Phosphatases', 'Protein Phosphatase 2']","['L-type Ca2+ channel', 'PP2a', 'pyruvate', 'thioredoxin']",,,,
23503782,ATP produced by oxidative phosphorylation is channeled toward hexokinase bound to mitochondrial porin (VDAC) in beetroots (Beta vulgaris).,2014,1,3,"['Mitochondrial Proteins', 'Multiprotein Complexes', 'Plant Proteins', 'Voltage-Dependent Anion Channels', 'Adenosine Triphosphate', 'Hexokinase']",[],,,,
23476652,"PKM2, a Central Point of Regulation in Cancer Metabolism.",2013,3,12,[],[],,,,
23475492,Novel PKD1 mutations - the effect on clinical phenotype of ADPKD patients in Lower Silesia.,2013,6,7,"['TRPP Cation Channels', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23472025,Metabolic profiling of late-term turkey embryos by microarrays.,2013,6,14,[],[],,,,
23471124,Pyruvate dehydrogenase kinase as a novel therapeutic target in oncology.,2013,3,9,[],"['apoptosis resistance', 'dichloroacetate', 'hypoxia-inducible factor 1\xce\xb1', 'mitochondria', 'pyruvate dehydrogenase kinase', 'tumor metabolism']",,,,
23470539,Targeting cellular metabolism to improve cancer therapeutics.,2013,6,19,"['Glucose Transport Proteins, Facilitative', 'Isoenzymes', 'L-Lactate Dehydrogenase', 'lactate dehydrogenase 5', 'Fatty Acid Synthases', 'Hexokinase', 'Pyruvate Kinase', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Glutaminase']",[],,,,
23467823,Genetic diversity of dairy Geotrichum candidum strains revealed by multilocus sequence typing.,2013,12,29,"['DNA, Fungal']",[],,,,
23467562,Phenylbutyrate therapy for pyruvate dehydrogenase complex deficiency and lactic acidosis.,2013,8,30,['Phenylbutyrates'],[],,,,
23462311,Metabolic responses to iron deficiency in roots of Carrizo citrange [Citrus sinensis (L.) Osbeck. x Poncirus trifoliata (L.) Raf].,2013,9,5,"['Carrier Proteins', 'Malates', 'Plant Exudates', 'RNA, Plant', 'citrate-binding transport protein', 'Citric Acid', 'Carbon', 'malic acid', 'Iron', 'Malate Dehydrogenase', 'Pyruvate Kinase', 'Phosphoenolpyruvate Carboxylase', 'Aconitate Hydratase']",[],,,,
23454562,[The spleen in non-malignant haematological disorders].,2013,7,10,[],[],,,,
23453307,Modulatory effect of green tea extract on hepatic key enzymes of glucose metabolism in streptozotocin and high fat diet induced diabetic rats.,2013,12,16,"['Blood Glucose', 'Enzymes', 'Glycated Hemoglobin A', 'Hypoglycemic Agents', 'Insulin', 'Plant Extracts', 'Tea', 'Streptozocin', 'Glycogen', 'Glucose']",[],,,,
23451252,"Pyruvate kinase M2 expression, but not pyruvate kinase activity, is up-regulated in a grade-specific manner in human glioma.",2014,1,22,"['Protein Isoforms', 'Pyruvate Kinase']",[],,,,
23444402,PDK1 regulates platelet activation and arterial thrombosis.,2013,7,5,"['Vasoconstrictor Agents', 'Adenosine Diphosphate', '15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Thrombin']",[],,,,
23443131,Increased insulin sensitivity and distorted mitochondrial adaptations during muscle unloading.,2013,2,28,"['Mitochondrial Proteins', 'Muscle Proteins']",[],,,,
23441447,[Silencing pyruvate kinase M2 sensitizes human prostate cancer PC3 cells to gambogic acid-induced apoptosis].,2013,10,31,"['Carrier Proteins', 'Membrane Proteins', 'RNA, Small Interfering', 'Thyroid Hormones', 'Xanthones', 'thyroid hormone-binding proteins', 'gambogic acid']",[],,,,
23438434,Snail modulates cell metabolism in MDCK cells.,2013,9,28,"['Cadherins', 'Snail Family Transcription Factors', 'Transcription Factors', 'Lactic Acid', 'Adenosine Triphosphate', 'Isocitrate Dehydrogenase', 'Succinate Dehydrogenase', 'Aconitate Hydratase', 'Glucose']",[],,,,
23436677,"Insight into the sporulation phosphorelay: crystal structure of the sensor domain of Bacillus subtilis histidine kinase, KinD.",2013,11,7,"['Butyrates', 'Propionates', 'Pyruvic Acid', 'Protein Kinases', 'Histidine Kinase']",[],,,,
23435896,Atypical glycolysis in Clostridium thermocellum.,2015,3,4,"['Bacterial Proteins', 'Diphosphates', 'Enzymes', 'Cellobiose', 'diphosphoric acid', 'Guanosine Triphosphate', 'Adenosine Triphosphate', 'Glycogen', 'Pyruvate, Orthophosphate Dikinase', 'Glucose']",[],,,,
23432936,A serine/threonine phosphatase encoded by MG_207 of Mycoplasma genitalium is critical for its virulence.,2013,10,23,"['Bacterial Proteins', 'DNA Transposable Elements', 'Nitrophenols', 'Organophosphorus Compounds', 'Recombinant Proteins', 'Virulence Factors', 'nitrophenylphosphate', 'Phosphoprotein Phosphatases']",[],,,,
23432648,Metabolic modulation of epigenetics in gliomas.,2013,8,16,"['Carrier Proteins', 'Membrane Proteins', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Isocitrate Dehydrogenase']",[],,,,
23431834,Plasma membrane Ca(2+)-ATPase sulfhydryl modifications: implication for oxidized red cell.,2013,3,6,"['Calmodulin', 'Sulfhydryl Compounds', 'Plasma Membrane Calcium-Transporting ATPases']",[],,,,
23426618,Glucocorticoids fail to cause insulin resistance in human subcutaneous adipose tissue in vivo.,2013,6,12,"['Glucocorticoids', 'Insulin', 'Placebos', 'Hydrocortisone']",[],,,,
23423437,Allosteric regulation of PKM2 allows cellular adaptation to different physiological states.,2013,8,2,"['Carrier Proteins', 'Membrane Proteins', 'Thyroid Hormones', 'thyroid hormone-binding proteins']",[],,,,
23420584,Dichloroacetate improves immune dysfunction caused by tumor-secreted lactic acid and increases antitumor immunoreactivity.,2013,10,24,"['Interleukin-17', 'Interleukin-23 Subunit p19', 'Lactic Acid', 'Interferon-gamma', 'Dichloroacetic Acid', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Arg1 protein, mouse', 'Arginase', 'Poly I-C']","['IL-23', 'arginase', 'dichloroacetate', 'immunotherapy', 'lactic acid']",,,,
23418858,"Identification of regions of rabbit muscle pyruvate kinase important for allosteric regulation by phenylalanine, detected by H/D exchange mass spectrometry.",2013,5,10,"['Peptides', 'Phenylalanine', 'Pyruvate Kinase']",[],,,,
23409765,Impact of quaternary structure dynamics on allosteric drug discovery.,2013,9,10,"['Drugs, Investigational', 'Ligands', 'Prealbumin', 'Tumor Necrosis Factor-alpha', 'Phenylalanine Hydroxylase', 'Pyruvate Kinase', 'HIV Integrase', 'Porphobilinogen Synthase']",[],,,,
23409046,Integrin-mediated signaling induced by simian virus 40 leads to transient uncoupling of cortical actin and the plasma membrane.,2013,8,6,"['Actins', 'Cytoskeletal Proteins', 'Glycosphingolipids', 'Integrins', 'Membrane Glycoproteins', 'ezrin', 'Phosphatidylinositol 3-Kinases', 'Protein-Serine-Threonine Kinases', 'Proto-Oncogene Proteins c-akt', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'rhoA GTP-Binding Protein']",[],,,,
23403202,RNA sequencing to study gene expression and single nucleotide polymorphism variation associated with citrate content in cow milk.,2013,9,24,"['Fatty Acids', 'Genetic Markers', 'Citric Acid']",[],,,,
23396452,ANG II causes insulin resistance and induces cardiac metabolic switch and inefficiency: a critical role of PDK4.,2013,6,5,"['Fatty Acids', 'Pyruvate Dehydrogenase Complex', 'Sirt3 protein, mouse', 'Angiotensin II', 'Protein-Serine-Threonine Kinases', 'Proto-Oncogene Proteins c-akt', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Sirtuin 3', 'Glucose']",[],,,,
23396346,Effects of the peptide pheromone plantaricin A and cocultivation with Lactobacillus sanfranciscensis DPPMA174 on the exoproteome and the adhesion capacity of Lactobacillus plantarum DC400.,2013,10,22,"['Bacterial Proteins', 'Bacteriocins', 'Chaperonin 60', 'Membrane Proteins', 'Proteome', 'plantaricin A', 'Glyceraldehyde-3-Phosphate Dehydrogenases', 'Pyruvate Kinase', 'Phosphopyruvate Hydratase']",[],,,,
23396291,Serum markers of intrahepatic cholangiocarcinoma.,2013,8,30,"['Biomarkers, Tumor']",[],,,,
23396185,Quercetin prevents protein nitration and glycolytic block of proliferation in hydrogen peroxide insulted cultured neuronal precursor cells (NPCs): Implications on CNS regeneration.,2014,1,15,"['Antioxidants', 'Glial Fibrillary Acidic Protein', 'Nitrites', 'Oxidants', '3-nitrotyrosine', 'Tyrosine', 'Quercetin', 'Hydrogen Peroxide', 'L-Lactate Dehydrogenase', 'Catalase', 'Poly(ADP-ribose) Polymerases', 'Caspase 3', 'Glutathione']",[],,,,
23395630,2-Deoxyglucose treatment complements the cisplatin- or BH3-only mimetic-induced suppression of neuroblastoma cell growth.,2013,11,6,"['BH3 Interacting Domain Death Agonist Protein', 'BID protein, human', 'MYCN protein, human', 'N-Myc Proto-Oncogene Protein', 'Nuclear Proteins', 'Oncogene Proteins', 'Deoxyglucose', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Cisplatin']",[],,,,
23394803,Influence of beta-blockers on the myocardial mRNA expressions of circadian clock- and metabolism-related genes.,2013,9,21,"['ARNTL Transcription Factors', 'Adrenergic beta-Antagonists', 'Isoenzymes', 'Nr1d1 protein, rat', 'Nuclear Receptor Subfamily 1, Group D, Member 1', 'Per1 protein, rat', 'Per2 protein, rat', 'Period Circadian Proteins', 'RNA, Messenger', 'Repressor Proteins', 'nuclear factor IL-3 regulated protein, rat', 'Atenolol', 'Propranolol', 'L-Lactate Dehydrogenase', 'lactate dehydrogenase 5', 'CLOCK Proteins', 'Clock protein, rat', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23393571,The kinase PDK1 is essential for B-cell receptor mediated survival signaling.,2013,8,27,"['NF-kappa B', 'Receptors, Antigen, B-Cell', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase']",[],,,,
23385061,c-Jun-mediated anticancer mechanisms of tylophorine.,2013,8,2,"['ATF1 protein, human', 'Activating Transcription Factor 1', 'Alkaloids', 'Antineoplastic Agents, Phytogenic', 'CCNA2 protein, human', 'Cyclin A2', 'Eukaryotic Initiation Factors', 'Indolizines', 'NF-kappa B', 'Phenanthrenes', 'Phenanthrolines', 'Proto-Oncogene Proteins c-jun', 'RNA, Small Interfering', 'Transcription Factor AP-1', 'eIF-4B', 'phenanthroindolizidine', 'Phosphatidylinositol 3-Kinases', 'EEF2K protein, human', 'Protein-Serine-Threonine Kinases', 'Protein Kinase C-delta', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Elongation Factor 2 Kinase', 'JNK Mitogen-Activated Protein Kinases', 'tylophorine']",[],,,,
23384910,[Genetic detection and enzymatic analyses in α-thalassaemia patients with pyrimidine 5' nucleotidase deficiency].,2013,10,22,"[""5'-Nucleotidase""]",[],,,,
23384479,Recombinant production of Yersinia enterocolitica pyruvate kinase isoenzymes PykA and PykF.,2013,8,22,"['Isoenzymes', 'Recombinant Proteins', 'Pyruvate Kinase']",[],,,,
23382852,Proteomic biomarkers of preterm birth risk in women with polycystic ovary syndrome (PCOS): a systematic review and biomarker database integration.,2013,9,5,"['HSP27 Heat-Shock Proteins', 'Transferrin', 'Vimentin', 'PRDX1 protein, human', 'Peroxiredoxins', 'Pyruvate Kinase', 'Fructose-Bisphosphate Aldolase']",[],,,,
